15,33
15.4,32.7
15.1,32.3
14.9,31.9
14.4,31.8
14.0,31.5
13.5,31.5
13.2,31.1
13.0,30.6
12.8,30.1
13.1,29.7
13.3,29.3
13.6,28.9
13.5,28.4
13.5,27.9
13.2,27.5
12.8,27.3
12.5,26.9
12.1,26.7
11.8,26.3
11.4,26.0
11.5,25.5
11.3,25.1
11.5,24.6
11.7,24.1
11.3,23.8
11.5,23.4
11.8,23.0
12.0,22.5
12.3,22.1
12.6,21.7
12.8,21.2
12.8,20.7
13.2,20.4
13.4,19.9
13.4,19.4
13.9,19.2
14.2,18.8
14.6,18.5
15.1,18.4
15.6,18.2
15.9,17.8
16.3,17.5
16.7,17.2
16.7,16.7
17.2,16.6
17.1,16.1
17.6,15.9
18.1,15.7
18.4,15.3
18.9,15.1
19.4,15.0
19.9,14.8
20.3,14.5
20.7,14.3
21.1,14.0
21.5,13.7
22.0,13.8
22.5,13.6
23.0,13.5
23.5,13.5
23.9,13.2
24.3,13.4
24.8,13.4
25.3,13.4
25.7,13.1
26.2,13.3
26.5,12.9
27.0,12.8
27.5,12.8
28.0,12.6
28.5,12.6
29.0,12.6
29.4,12.8
29.9,12.6
30.4,12.4
30.7,12.8
31.2,12.9
31.7,12.8
32.2,12.8
32.6,12.5
33.1,12.7
33.3,13.2
33.8,13.4
34.2,13.1
34.6,12.8
35.0,12.5
35.5,12.4
35.9,12.7
36.1,13.1
36.5,13.4
37.0,13.3
37.2,13.8
37.7,14.0
38.0,14.4
38.4,14.6
38.6,15.0
39.1,15.2
39.5,15.5
39.9,15.3
40.3,15.0
40.7,15.4
41.1,15.7
41.6,15.8
42.0,15.6
42.3,15.2
42.6,14.8
42.8,14.4
43.2,14.1
43.7,14.0
43.9,13.6
44.4,13.8
44.7,13.4
44.5,12.9
44.6,12.4
44.9,12.0
45.3,11.7
45.8,11.6
46.2,11.3
46.4,10.9
46.9,11.0
47.4,10.8
47.9,10.7
48.3,10.4
48.7,10.2
48.8,9.7
48.6,9.2
48.4,8.7
48.8,8.5
49.2,8.2
49.6,7.8
49.6,7.3
49.9,6.9
50.4,6.7
50.2,6.2
50.7,6.0
51.0,5.6
51.5,5.4
51.5,4.9
51.9,4.7
51.8,4.2
52.1,3.8
52.3,3.3
52.8,3.3
53.3,3.5
53.8,3.6
54.1,3.2
54.4,3.6
54.8,3.8
55,4
