32,35
32.1,34.5
32.6,34.4
33.0,34.0
33.5,34.1
33.8,33.7
33.8,33.2
34.1,32.8
34.5,32.6
34.9,32.3
35.3,32.0
35.5,31.6
36.0,31.6
36.4,31.3
36.5,30.8
37.0,30.6
37.3,30.2
37.5,29.7
37.6,29.2
37.9,28.8
37.9,28.3
38.2,27.9
38.0,27.4
37.8,27.0
38.1,26.6
38.4,26.2
38.1,25.8
38.2,25.3
38.2,24.8
38.6,24.4
39.0,24.1
39.2,23.7
39.5,23.3
39.7,22.8
39.9,22.3
40.3,22.0
40.4,21.5
40.6,21.1
41.0,20.8
41.2,20.3
40.9,19.9
40.5,19.6
40.1,19.4
39.8,19.0
39.3,18.9
39.0,18.5
38.8,18.1
38.4,17.8
38.1,18.2
37.6,18.1
37.2,17.8
36.7,17.6
36.3,17.3
35.8,17.1
35.3,17.1
35.0,16.7
34.7,16.3
34.3,16.0
34.3,15.5
34.1,15.1
33.8,14.7
33.5,14.3
33.2,13.9
32.9,13.5
32.8,13.0
32.4,12.8
31.9,12.8
31.8,12.3
31.7,11.8
31.8,11.3
32.0,10.8
32.4,10.5
32.7,10.1
32.9,9.7
33.1,9.3
33.4,8.9
33.6,8.4
33.9,8.0
34.3,7.7
34.8,7.8
35.1,7.4
35.4,7.0
35.9,7.0
36.3,6.8
36.7,6.6
37.2,6.6
37.6,6.3
38.0,6.0
38.4,5.8
38.8,5.5
39.3,5.3
40,5
